14	5	8	8	7	5	434	4
14	10	11	11	12	11	465	5
14	7	8	7	5	6	554	6
14	7	8	7	7	7	618	7
14	8	8	7	6	7	620	8
14	4	4	5	9	5	662	9
14	11	11	11	12	11	771	10
15	12	13	13	12	13	163	1
15	12	12	10	11	12	202	2
15	6	9	12	11	10	247	3
15	12	13	13	12	13	554	4
15	5	9	8	9	6	937	5
16	9	9	8	7	9	14	1
16	9	10	9	8	10	206	2
16	11	12	12	13	11	543	3
16	12	10	11	13	12	635	4
16	11	10	9	10	12	693	5
16	13	12	13	13	13	806	6
16	13	12	13	13	13	808	7
17	10	10	10	10	10	53	1
17	10	10	11	13	10	254	2
17	12	11	12	12	12	638	3
17	10	9	9	12	10	691	4
17	7	9	10	10	9	928	5
17	12	10	10	10	10	938	6
18	13	11	12	11	12	155	1
18	12	13	12	12	12	180	2
18	5	8	4	9	5	365	3
18	12	12	12	12	12	392	4
18	5	5	3	9	5	449	5
18	9	9	9	12	9	501	6
18	12	12	12	12	12	736	7
18	11	12	10	10	10	938	8
19	10	12	11	12	11	306	1
19	11	13	13	13	10	436	2
19	13	12	12	13	13	628	3
19	8	11	12	12	10	728	4
19	12	13	12	13	13	908	5
20	5	10	11	12	12	84	1
20	9	10	10	12	11	147	2
20	7	10	8	10	8	221	3
20	12	13	10	12	12	269	4
20	11	12	11	12	11	299	5
20	10	12	10	10	12	366	6
20	11	10	10	11	10	460	7
20	6	9	7	9	7	476	8
20	8	9	9	9	9	511	9
20	11	12	11	11	12	565	10
20	5	10	11	12	12	578	11
20	12	11	12	12	12	893	12
20	9	11	9	10	10	968	13
21	13	12	12	13	13	81	1
21	1	1	2	1	1	366	2
21	12	13	13	13	13	436	3
21	1	1	1	1	1	657	4
21	13	13	13	13	13	736	5
21	1	12	1	1	1	835	6
22	11	9	1	12	2	545	1
22	13	1	6	1	6	558	2
22	11	8	3	12	7	624	3
22	13	4	13	13	9	761	4
22	13	13	9	13	11	865	5
23	13	13	13	13	13	208	1
23	13	12	13	12	13	304	2
23	13	13	13	13	13	576	3
23	8	11	6	8	8	736	4
23	13	13	13	13	13	908	5
24	10	13	12	12	12	17	1
24	1	1	1	1	1	116	2
24	7	9	8	9	7	166	3
24	12	12	13	13	12	264	4
24	8	12	13	13	9	537	5
24	6	7	9	10	7	653	6
24	10	11	12	12	11	845	7
25	12	13	12	12	13	10	1
25	13	12	12	12	12	104	2
25	9	12	9	12	10	180	3
25	13	7	10	9	10	318	4
25	1	9	10	11	3	319	5
25	1	9	10	11	3	320	6
25	13	6	4	5	7	321	7
25	13	7	8	9	9	322	8
25	10	11	9	11	10	358	9
25	13	7	8	9	9	577	10
25	13	11	12	13	12	579	11
25	6	5	2	6	4	611	12
25	13	10	11	13	12	660	13
25	13	10	11	13	12	738	14
25	10	9	8	12	9	806	15
25	10	9	7	12	9	808	16
25	1	1	1	9	1	824	17
25	10	12	12	10	11	850	18
26	7	7	7	7	7	2	1
26	7	7	7	7	7	3	2
26	10	10	10	10	10	9	3
26	13	13	13	13	13	10	4
26	2	2	2	2	2	15	5
26	9	5	6	8	9	16	6
26	13	13	13	13	13	18	7
26	8	6	6	11	8	23	8
26	13	13	13	13	13	31	9
26	13	13	13	13	13	46	10
26	7	7	7	7	7	62	11
26	10	10	10	13	9	77	12
26	11	11	10	10	9	97	13
26	3	6	6	6	4	99	14
26	7	10	6	7	6	128	15
26	6	6	6	6	7	143	16
26	7	7	7	7	7	156	17
26	13	13	13	13	13	163	18
26	7	7	6	8	7	189	19
26	6	6	6	13	7	205	20
26	9	10	9	10	10	244	21
26	13	13	13	13	13	256	22
26	13	13	13	13	13	261	23
26	13	13	13	13	13	273	24
26	8	8	8	6	7	281	25
26	13	13	13	13	13	299	26
26	13	13	13	13	13	301	27
26	13	13	13	13	13	318	28
26	13	13	13	13	13	322	29
26	9	9	9	9	9	336	30
26	10	10	10	11	10	353	31
26	13	13	13	13	13	358	32
26	13	13	13	13	13	374	33
26	6	6	6	6	6	406	34
26	13	13	13	13	13	436	35
26	13	13	13	13	13	443	36
26	7	10	6	6	8	511	37
26	10	10	10	10	10	545	38
26	13	13	13	13	13	551	39
26	13	13	13	13	13	554	40
26	6	6	6	6	6	555	41
26	7	7	7	7	7	568	42
26	8	8	8	8	8	570	43
26	13	13	13	13	13	573	44
26	13	13	13	13	13	577	45
26	8	8	8	13	8	635	46
26	8	8	8	10	8	693	47
26	6	6	6	10	6	708	48
26	7	7	7	7	7	716	49
26	7	9	7	6	7	767	50
26	8	10	9	9	8	771	51
26	13	13	13	13	13	795	52
26	13	13	13	13	13	836	53
26	13	13	13	13	13	838	54
26	5	6	6	13	6	842	55
26	13	13	13	13	13	851	56
26	13	13	13	13	13	865	57
26	10	10	10	10	10	874	58
26	6	7	6	6	5	880	59
26	7	7	7	7	7	892	60
26	13	13	13	13	13	893	61
26	13	13	13	13	13	899	62
26	12	12	12	12	12	901	63
26	13	13	13	13	13	908	64
26	9	9	9	9	9	954	65
27	11	11	11	12	11	178	1
27	7	9	8	9	6	226	2
27	5	6	6	8	5	289	3
27	5	6	6	6	5	347	4
27	11	9	9	11	11	397	5
27	11	11	11	11	11	713	6
27	8	9	8	11	9	813	7
28	13	13	13	13	13	180	1
28	10	9	10	10	12	310	2
28	1	8	8	8	1	365	3
28	1	1	1	1	1	807	4
28	13	13	13	13	13	946	5
29	10	10	11	12	11	81	1
29	12	13	12	10	12	180	2
29	13	8	11	9	13	251	3
29	13	10	10	12	13	265	4
29	9	10	11	12	11	714	5
29	10	8	8	10	10	822	6
29	12	12	12	13	12	842	7
29	10	10	9	13	10	908	8
30	8	10	8	10	9	39	1
30	9	13	9	8	10	163	2
30	2	5	1	1	2	180	3
30	13	13	13	13	13	306	4
30	13	13	12	13	13	319	5
30	4	6	4	7	5	449	6
30	9	13	9	8	10	554	7
30	13	13	13	13	13	568	8
30	10	13	10	11	11	721	9
30	13	10	12	13	11	725	10
30	10	12	13	13	11	783	11
30	11	13	11	13	12	868	12
30	13	13	13	13	13	932	13
31	4	7	4	2	4	314	1
31	6	8	8	8	7	628	2
31	9	12	7	9	9	655	3
31	8	10	9	10	8	754	4
31	10	11	10	9	9	771	5
31	13	13	13	13	13	781	6
31	10	12	8	12	11	926	7
32	13	13	12	12	12	10	1
32	13	12	12	12	12	106	2
32	12	13	13	12	12	180	3
32	10	12	11	8	9	217	4
32	10	12	11	8	9	359	5
32	9	12	12	13	12	691	6
32	12	13	13	13	12	714	7
32	11	10	12	13	12	735	8
32	11	9	10	13	12	908	9
32	10	12	11	13	12	927	10
32	11	12	12	12	12	967	11
32	11	12	12	12	11	968	12
33	10	10	6	9	8	34	1
33	9	10	8	7	8	163	2
33	1	2	1	1	1	182	3
33	12	12	11	12	11	270	4
33	11	12	9	8	11	378	5
33	9	10	8	7	8	554	6
33	10	11	12	11	12	805	7
33	9	9	11	11	11	972	8
34	10	13	12	13	11	2	1
34	8	8	7	9	8	77	2
34	11	12	12	12	10	374	3
34	12	12	12	13	12	406	4
34	9	12	12	12	11	530	5
34	11	12	11	12	11	579	6
34	12	11	12	11	12	660	7
34	9	10	10	12	10	738	8
35	10	9	10	11	9	264	1
35	12	11	12	12	12	320	2
35	2	5	2	1	2	427	3
35	13	13	13	13	13	543	4
35	12	12	12	13	11	565	5
35	12	12	12	11	11	773	6
35	13	13	13	13	13	806	7
35	11	13	13	13	12	813	8
35	12	12	10	9	12	826	9
35	12	13	12	13	13	899	10
36	9	8	10	9	8	143	1
36	12	9	13	9	13	697	2
36	13	13	13	13	13	725	3
36	13	13	13	13	13	806	4
36	13	13	13	13	13	807	5
37	12	13	12	12	12	57	1
37	1	1	1	1	1	83	2
37	12	12	12	13	12	102	3
37	12	12	12	13	12	103	4
37	2	12	1	9	3	178	5
37	13	13	13	13	13	239	6
37	12	10	13	13	12	247	7
37	13	13	13	13	13	264	8
37	12	12	12	13	12	275	9
37	9	6	7	3	6	309	10
37	12	11	12	12	12	312	11
37	10	1	1	9	2	319	12
37	12	7	10	13	10	322	13
37	11	6	6	6	8	332	14
37	12	12	3	10	9	360	15
37	13	13	13	13	13	366	16
37	13	12	13	13	13	378	17
37	12	11	12	12	12	384	18
37	11	12	12	12	12	396	19
37	13	12	12	13	12	397	20
37	13	13	13	12	12	499	21
37	12	12	12	13	12	537	22
37	12	7	10	13	10	577	23
37	9	7	8	7	8	591	24
37	13	12	12	12	12	595	25
37	11	8	10	10	10	605	26
37	12	12	12	12	12	611	27
37	3	9	3	12	5	654	28
37	1	1	1	1	1	685	29
37	3	7	7	11	5	809	30
37	13	13	13	13	13	817	31
37	12	12	12	13	12	818	32
37	13	12	12	13	13	837	33
37	1	1	1	12	1	842	34
37	6	11	6	6	7	907	35
37	13	13	13	13	13	916	36
37	2	9	3	6	3	933	37
37	13	13	13	13	13	949	38
37	1	1	1	1	1	966	39
38	2	6	2	3	1	122	1
38	1	1	1	1	1	226	2
38	4	6	3	6	3	247	3
38	12	12	12	13	12	264	4
38	6	6	8	10	8	523	5
38	1	2	2	6	1	796	6
38	1	1	7	1	1	804	7
38	13	12	13	13	13	827	8
38	1	1	1	1	1	888	9
39	13	13	13	13	13	10	1
39	9	12	12	12	12	138	2
39	10	13	12	13	12	139	3
39	12	12	13	13	13	250	4
39	13	13	13	13	13	269	5
39	12	12	12	13	12	466	6
39	8	9	5	9	8	468	7
39	9	10	9	12	10	507	8
39	7	6	7	10	7	521	9
39	13	13	13	13	13	583	10
39	13	13	13	13	13	603	11
39	13	13	13	13	13	610	12
39	9	9	9	9	9	632	13
39	13	13	13	13	13	761	14
39	9	9	9	9	9	793	15
39	6	6	6	12	6	809	16
39	9	6	7	10	6	838	17
40	13	13	13	13	13	119	1
40	11	9	10	12	10	238	2
40	12	13	12	13	13	292	3
40	10	10	11	10	12	437	4
40	1	1	1	1	1	504	5
40	6	3	6	7	3	711	6
40	11	13	13	12	13	866	7
40	12	13	12	13	13	966	8
41	12	12	9	12	12	310	1
41	11	10	10	9	11	318	2
41	10	7	9	9	8	322	3
41	9	9	9	9	9	406	4
41	10	7	9	9	8	577	5
41	13	12	12	13	13	946	6
42	1	1	1	10	1	107	1
42	7	7	4	3	1	430	2
42	13	13	13	13	10	773	3
42	1	2	2	1	1	812	4
42	10	11	10	12	11	846	5
43	5	9	7	10	6	23	1
43	12	12	12	12	12	77	2
43	9	13	12	12	13	124	3
43	8	9	8	10	9	194	4
43	8	9	9	9	8	205	5
43	12	13	12	13	12	306	6
43	9	10	8	11	10	686	7
43	8	9	10	9	9	774	8
44	9	10	9	12	9	180	1
44	10	11	11	10	10	279	2
44	12	10	13	11	12	421	3
44	9	11	10	11	10	638	4
44	7	8	10	10	7	733	5
44	11	11	10	9	11	853	6
45	4	4	4	4	4	47	1
45	13	12	13	13	13	167	2
45	1	1	1	1	1	504	3
45	8	9	9	12	6	603	4
45	13	12	12	12	12	869	5
45	9	9	12	13	11	966	6
46	13	12	10	11	12	445	1
46	12	13	11	11	12	638	2
46	12	13	13	13	13	733	3
46	13	12	13	13	12	763	4
46	13	13	13	13	13	932	5
46	13	13	13	13	13	946	6
47	6	6	6	6	6	332	1
47	12	12	12	12	12	459	2
47	12	12	12	12	12	605	3
47	8	12	9	11	10	711	4
47	13	13	13	13	13	826	5
48	12	13	11	13	12	2	1
48	10	8	9	10	8	64	2
48	11	10	10	12	11	81	3
48	1	1	1	4	1	118	4
48	10	11	9	8	10	127	5
48	7	8	9	6	7	173	6
48	8	11	8	10	9	178	7
48	2	4	3	6	2	203	8
48	6	7	6	8	7	216	9
48	12	11	13	12	13	264	10
48	11	13	11	13	12	310	11
48	10	11	10	12	10	319	12
48	10	11	10	12	10	320	13
48	1	2	1	1	1	337	14
48	11	10	9	11	10	358	15
48	7	8	9	6	7	384	16
48	9	9	11	10	10	397	17
48	8	10	7	8	7	440	18
48	9	9	9	8	9	460	19
48	8	8	9	7	8	461	20
48	12	11	13	11	12	473	21
48	12	11	13	10	12	509	22
48	12	11	10	13	12	543	23
48	7	8	6	6	7	564	24
48	10	9	11	8	10	572	25
48	10	12	11	10	12	595	26
48	11	12	10	10	11	596	27
48	9	10	11	10	9	605	28
48	8	9	7	8	8	611	29
48	10	10	11	12	9	612	30
48	11	12	10	12	11	627	31
48	8	9	10	8	9	654	32
48	11	10	12	13	11	655	33
48	9	11	10	8	9	659	34
48	11	10	11	10	11	662	35
48	11	10	12	13	12	735	36
48	5	8	7	9	6	750	37
48	11	12	10	13	11	783	38
48	11	10	10	11	13	805	39
48	5	6	3	4	4	812	40
48	7	9	8	6	7	846	41
48	10	11	11	9	11	899	42
48	9	9	11	9	10	904	43
48	11	11	12	12	12	908	44
48	10	11	8	10	10	951	45
48	9	8	11	5	10	968	46
48	8	10	11	7	10	971	47
49	13	13	13	13	13	147	1
49	13	13	13	13	13	213	2
49	13	12	11	13	12	289	3
49	13	13	13	13	13	475	4
49	13	13	13	13	13	614	5
49	12	13	12	11	13	964	6
50	12	10	10	13	13	264	1
50	11	9	10	9	10	449	2
50	13	13	13	13	13	547	3
50	13	13	13	12	13	800	4
50	9	1	3	9	1	842	5
51	9	8	9	9	9	127	1
51	8	8	9	9	9	144	2
51	12	11	12	12	11	147	3
51	13	12	13	13	13	264	4
51	12	9	10	10	9	788	5
52	4	6	6	3	1	99	1
52	13	13	12	13	13	392	2
52	11	12	9	12	12	573	3
52	12	9	12	13	13	605	4
52	13	13	12	13	13	736	5
53	13	12	12	13	13	230	1
53	13	13	11	13	13	264	2
53	13	11	11	13	12	322	3
53	13	11	11	13	12	577	4
53	1	7	7	4	4	627	5
53	8	12	8	9	9	657	6
53	10	11	12	13	12	658	7
53	5	7	8	11	7	659	8
53	13	9	10	11	11	697	9
53	5	4	7	8	6	724	10
53	13	13	13	13	13	783	11
53	13	12	10	11	11	842	12
53	11	9	12	12	11	904	13
53	11	8	10	13	10	905	14
53	8	10	10	11	10	975	15
54	11	12	11	11	11	122	1
54	7	8	8	8	8	285	2
54	11	11	11	11	11	658	3
54	6	7	6	5	6	659	4
54	9	12	10	10	10	684	5
54	12	12	12	12	12	783	6
54	11	11	11	12	11	806	7
54	12	12	12	12	12	807	8
54	8	10	9	11	8	808	9
54	12	12	12	12	12	967	10
55	13	13	12	11	13	2	1
55	12	11	12	13	11	45	2
55	13	13	12	12	13	366	3
55	13	10	11	13	12	902	4
55	12	13	13	13	12	908	5
56	13	12	12	12	12	318	1
56	12	12	11	11	11	319	2
56	12	11	10	10	10	321	3
56	13	12	12	12	12	322	4
56	13	12	12	12	12	577	5
56	13	13	13	13	13	807	6
56	13	13	13	13	13	808	7
57	13	13	13	13	13	59	1
57	3	10	1	1	3	392	2
57	1	6	1	9	1	481	3
57	13	13	13	13	13	530	4
57	3	2	2	2	2	587	5
57	3	10	1	1	3	736	6
57	9	10	9	9	9	754	7
57	1	6	1	1	1	873	8
57	9	10	10	13	10	908	9
57	9	4	3	9	5	969	10
58	12	12	12	13	12	143	1
58	9	9	9	9	11	497	2
58	12	13	12	12	13	614	3
58	12	12	12	12	12	844	4
58	13	13	13	13	13	932	5
58	5	9	5	5	5	947	6
59	1	1	1	3	2	165	1
59	13	10	8	10	10	322	2
59	13	10	8	10	10	577	3
59	10	13	12	10	11	654	4
59	9	12	8	11	10	724	5
59	9	10	11	9	10	783	6
59	8	4	5	7	5	976	7
60	11	12	12	12	11	111	1
60	13	13	13	13	13	180	2
60	13	13	13	13	13	306	3
60	9	12	9	13	8	365	4
60	6	4	11	12	8	628	5
60	12	13	12	12	12	786	6
61	12	11	12	11	12	127	1
61	13	13	13	13	13	147	2
61	12	12	13	12	12	166	3
61	13	13	13	13	13	564	4
61	12	13	12	12	12	926	5
62	12	12	12	12	12	23	1
62	9	12	5	13	9	320	2
62	10	10	12	9	11	687	3
62	12	12	13	13	13	908	4
62	12	10	9	10	11	926	5
62	1	1	1	3	1	969	6
63	1	2	1	1	1	203	1
63	11	11	9	11	11	220	2
63	6	7	6	9	5	320	3
63	1	6	2	8	2	321	4
63	2	3	1	2	1	522	5
63	12	10	10	10	10	725	6
63	10	11	11	12	10	783	7
63	12	11	12	13	12	842	8
63	1	4	2	3	1	874	9
63	1	1	1	6	1	975	10
64	13	13	13	13	1	2	1
64	7	9	10	10	9	310	2
64	6	8	5	10	6	365	3
64	9	13	13	13	12	807	4
64	7	10	12	13	9	908	5
65	13	13	13	13	13	17	1
65	13	12	10	9	11	445	2
65	1	1	1	6	1	628	3
65	13	13	12	12	13	721	4
65	13	13	13	13	13	865	5
66	10	10	10	9	10	45	1
66	12	12	12	13	11	81	2
66	10	10	11	12	10	159	3
66	10	10	10	11	11	269	4
66	9	10	10	10	10	343	5
66	9	11	10	10	9	365	6
66	12	12	13	11	11	366	7
66	9	9	9	10	10	436	8
66	7	8	7	9	3	592	9
66	11	12	12	12	11	638	10
66	12	11	13	11	12	660	11
66	9	10	10	12	11	690	12
66	12	10	12	13	13	813	13
67	7	10	10	9	8	4	1
67	13	13	13	13	13	17	2
67	13	13	13	13	13	55	3
67	2	5	3	10	6	384	4
67	13	13	13	13	13	418	5
67	13	12	13	13	13	583	6
67	11	13	13	11	13	612	7
68	12	12	12	12	12	81	1
68	13	1	1	9	7	147	2
68	13	13	13	13	12	164	3
68	12	12	12	12	12	208	4
68	9	13	8	9	10	360	5
68	7	4	6	9	7	377	6
68	11	11	11	11	12	605	7
68	13	13	13	13	12	654	8
68	12	12	12	12	12	813	9
68	13	6	1	5	5	841	10
68	12	13	13	13	11	967	11
69	11	13	12	12	12	6	1
69	11	12	11	11	11	7	2
69	10	12	11	10	10	15	3
69	3	6	4	5	4	93	4
69	10	12	9	9	10	117	5
69	5	10	8	8	8	124	6
69	12	12	11	11	11	163	7
69	1	9	6	5	4	181	8
69	13	13	12	12	12	217	9
69	5	6	12	11	7	250	10
69	5	7	8	8	7	270	11
69	5	8	6	6	6	274	12
69	12	12	13	12	12	301	13
69	11	10	10	13	11	319	14
69	11	10	10	13	11	320	15
69	7	3	8	8	6	332	16
69	13	13	12	12	12	359	17
69	10	11	11	10	10	369	18
69	10	10	11	10	10	378	19
69	5	4	9	9	6	465	20
69	8	8	9	10	8	476	21
69	6	7	6	7	7	487	22
69	11	11	11	12	11	512	23
69	7	8	9	8	8	523	24
69	12	12	11	11	11	554	25
69	10	11	10	10	10	598	26
69	3	5	4	5	4	679	27
69	6	9	6	7	6	680	28
69	11	12	11	11	11	685	29
69	7	9	7	7	7	716	30
69	10	11	9	9	10	726	31
69	8	11	9	9	9	727	32
69	12	13	13	12	12	751	33
69	9	10	9	9	9	780	34
69	7	7	7	7	7	805	35
69	6	3	6	9	6	835	36
69	10	12	10	10	10	852	37
69	13	13	13	13	13	887	38
69	9	11	9	9	9	890	39
70	13	13	13	13	13	10	1
70	13	13	13	13	13	26	2
70	13	13	13	13	13	43	3
70	1	1	1	1	1	44	4
70	12	13	12	12	12	45	5
70	12	12	12	12	12	62	6
70	12	12	12	12	12	67	7
70	9	10	9	11	9	76	8
70	10	11	10	10	10	80	9
70	6	7	6	6	6	82	10
70	13	13	13	13	13	111	11
70	13	13	13	13	13	139	12
70	13	13	13	13	13	147	13
70	13	13	13	13	13	163	14
70	8	10	9	9	9	180	15
70	13	13	13	13	13	217	16
70	13	13	13	13	13	220	17
70	13	13	13	13	13	232	18
70	5	6	5	6	5	241	19
70	12	13	12	12	12	269	20
70	13	13	13	13	13	286	21
70	3	6	3	6	3	300	22
70	13	13	13	13	13	301	23
70	13	13	13	13	13	302	24
70	13	13	13	13	13	306	25
70	8	10	8	10	8	310	26
70	12	12	12	12	12	358	27
70	13	13	13	13	13	359	28
70	10	11	10	10	10	369	29
70	13	13	13	13	13	374	30
70	12	12	12	12	12	391	31
70	8	10	8	8	8	392	32
70	12	12	12	12	12	395	33
70	13	13	13	13	13	406	34
70	12	12	12	12	12	436	35
70	13	13	13	13	13	449	36
70	10	10	10	12	10	450	37
70	9	10	9	11	9	467	38
70	12	12	12	12	12	468	39
70	12	12	12	12	12	501	40
70	12	12	12	12	12	507	41
70	10	10	10	10	10	509	42
70	13	13	13	13	13	515	43
70	13	13	13	13	13	554	44
70	13	13	13	13	13	572	45
70	9	10	9	10	9	585	46
70	12	12	12	12	12	586	47
70	13	13	13	13	13	601	48
70	7	9	8	9	8	620	49
70	10	10	10	10	10	626	50
70	13	13	13	13	13	627	51
70	6	7	6	10	6	628	52
70	3	3	3	3	3	636	53
70	11	11	11	11	11	654	54
70	1	1	1	1	1	663	55
70	12	12	12	12	12	669	56
70	8	11	8	10	8	685	57
70	8	10	8	10	8	686	58
70	13	13	13	13	13	721	59
70	13	12	13	13	13	732	60
70	8	10	8	11	8	733	61
70	8	10	8	8	8	736	62
70	12	12	12	12	12	741	63
70	8	8	8	9	8	745	64
70	3	6	3	7	3	780	65
70	13	13	13	13	13	783	66
70	12	12	12	12	12	823	67
70	12	12	12	12	12	863	68
70	1	1	1	1	1	892	69
70	13	13	13	13	13	901	70
70	13	13	13	13	13	904	71
70	13	13	13	13	13	905	72
70	13	13	13	13	13	906	73
70	13	13	13	13	13	908	74
70	10	10	9	11	10	967	75
70	13	13	13	13	13	968	76
71	12	12	12	11	12	10	1
71	13	12	13	12	13	116	2
71	13	13	12	11	12	217	3
71	12	13	12	12	12	291	4
71	11	9	11	11	11	318	5
71	12	11	12	13	13	319	6
71	12	11	12	12	12	321	7
71	12	10	11	12	11	322	8
71	13	13	12	11	12	359	9
71	10	11	11	12	13	543	10
71	12	10	11	12	11	577	11
71	13	13	13	12	13	610	12
71	12	9	8	9	9	730	13
71	11	9	8	10	9	811	14
71	11	13	13	11	12	839	15
72	8	9	9	9	8	392	1
